Episode,Round,CurrentState,ManufacturerAction,RetailerAction,ManufacturerReward,RetailerReward,NextState,ManufacturerEpsilon,RetailerEpsilon
0,4011,"[7, 0, 0]",4,3,404,347.4554455445543,"[7, 0, 0]",1.0,0.1976000000000811
0,4012,"[7, 0, 0]",4,2,368,352.7128712871288,"[7, 0, 0]",1.0,0.1974000000000811
0,4013,"[7, 0, 0]",4,2,368,352.7128712871288,"[7, 0, 0]",1.0,0.1972000000000811
0,4014,"[7, 0, 0]",4,2,368,352.7128712871288,"[7, 0, 0]",1.0,0.19700000000008108
0,4015,"[7, 0, 0]",4,2,368,352.7128712871288,"[7, 0, 0]",1.0,0.19680000000008108
0,4016,"[7, 0, 0]",4,2,368,352.7128712871288,"[7, 0, 0]",1.0,0.19660000000008107
0,4017,"[7, 0, 0]",4,2,368,352.7128712871288,"[7, 0, 0]",1.0,0.19640000000008107
0,4018,"[7, 0, 0]",4,2,368,352.7128712871288,"[7, 0, 0]",1.0,0.19620000000008106
0,4019,"[7, 0, 0]",4,2,368,352.7128712871288,"[7, 0, 0]",1.0,0.19600000000008105
0,4020,"[7, 0, 0]",4,2,368,352.7128712871288,"[7, 0, 0]",1.0,0.19580000000008105
0,4021,"[7, 0, 0]",4,2,368,352.7128712871288,"[7, 0, 0]",1.0,0.19560000000008104
0,4022,"[7, 0, 0]",4,2,368,352.7128712871288,"[7, 0, 0]",1.0,0.19540000000008104
0,4023,"[7, 0, 0]",4,2,368,352.7128712871288,"[7, 0, 0]",1.0,0.19520000000008103
0,4024,"[7, 0, 0]",4,2,368,352.7128712871288,"[7, 0, 0]",1.0,0.19500000000008103
0,4025,"[7, 0, 0]",4,2,368,352.7128712871288,"[7, 0, 0]",1.0,0.19480000000008102
0,4026,"[7, 0, 0]",4,2,368,352.7128712871288,"[7, 0, 0]",1.0,0.194600000000081
0,4027,"[7, 0, 0]",4,2,368,352.7128712871288,"[7, 0, 0]",1.0,0.194400000000081
0,4028,"[7, 0, 0]",4,2,368,352.7128712871288,"[7, 0, 0]",1.0,0.194200000000081
