Episode,Round,CurrentState,ManufacturerAction,RetailerAction,ManufacturerReward,RetailerReward,NextState,ManufacturerEpsilon,RetailerEpsilon
0,154,"[4, 0, 0]",1,0,93,631.6039603960396,"[4, 0, 0]",1.0,0.9806249999999935
0,155,"[4, 0, 0]",1,3,128,657.9405940594061,"[4, 0, 0]",1.0,0.9804999999999935
0,156,"[4, 0, 0]",1,4,140,633.4653465346535,"[4, 0, 0]",1.0,0.9803749999999934
0,157,"[4, 0, 0]",1,3,128,657.9405940594061,"[4, 0, 0]",1.0,0.9802499999999934
0,158,"[4, 0, 0]",1,1,105,657.029702970297,"[4, 0, 0]",1.0,0.9801249999999934
0,159,"[4, 0, 0]",1,3,128,657.9405940594061,"[4, 0, 0]",1.0,0.9799999999999933
0,160,"[4, 0, 0]",1,1,105,657.029702970297,"[4, 0, 0]",1.0,0.9798749999999933
0,161,"[4, 0, 0]",1,3,128,657.9405940594061,"[4, 0, 0]",1.0,0.9797499999999932
0,162,"[4, 0, 0]",1,3,128,657.9405940594061,"[4, 0, 0]",1.0,0.9796249999999932
0,163,"[4, 0, 0]",1,0,93,631.6039603960396,"[4, 0, 0]",1.0,0.9794999999999932
0,164,"[4, 0, 0]",1,4,140,633.4653465346535,"[4, 0, 0]",1.0,0.9793749999999931
0,165,"[4, 0, 0]",1,2,117,665.3465346534654,"[4, 0, 0]",1.0,0.9792499999999931
